"","Date received","Product","Sub-product","Issue","Sub-issue","Consumer complaint narrative","Company public response","Company","State","ZIP code","Tags","Consumer consent provided?","Submitted via","Date sent to company","Company response to consumer","Timely response?","Consumer disputed?","Complaint ID"
"2231",2013-08-06,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","WA","98466","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",480848
"2232",2013-08-29,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Citibank","MO","64064","Other","Other","Referral",2013-08-29,"Closed with explanation","Yes","Yes",509236
"2233",2013-08-06,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Ocwen","TN","37407","Other","Other","Phone",2013-08-07,"Closed with explanation","Yes","No",481126
"2234",2013-08-16,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","Equifax","TX","76085","Other","Other","Postal mail",2013-09-11,"Closed with explanation","Yes","No",493247
"2235",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Citibank","PA","15207","Older American","Other","Phone",2013-08-07,"Closed with non-monetary relief","Yes","Yes",481131
"2236",2013-08-12,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","PNC Bank N.A.","IN","46151","Other","Other","Web",2013-08-13,"Closed with monetary relief","Yes","No",487265
"2237",2013-09-05,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","NJ","7627","Other","Other","Web",2013-09-06,"Closed with explanation","Yes","No",516144
"2238",2013-08-06,"Mortgage","Conventional fixed mortgage","Application, originator, mortgage broker","Other","Other","Other","JPMorgan Chase & Co.","WA","98115","Other","Other","Web",2013-08-07,"Closed with monetary relief","Yes","No",481138
"2239",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Seterus, Inc.","CA","95967","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",481141
"2240",2013-09-05,"Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Experian","FL","33308","Other","Other","Referral",2013-10-08,"Closed with non-monetary relief","Yes","No",516150
"2241",2013-08-23,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","TransUnion Intermediate Holdings, Inc.","TX","75025","Other","Other","Fax",2013-09-04,"Closed with non-monetary relief","Yes","No",501979
"2242",2013-08-29,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Other","Other","Afni, Inc.","MN","55443","Other","Other","Web",2013-08-29,"Closed with explanation","Yes","No",509230
"2243",2013-08-16,"Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Experian","AZ","85374","Other","Other","Postal mail",2014-01-13,"Closed with explanation","Yes","No",493113
"2244",2013-08-06,"Mortgage","Conventional fixed mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Wells Fargo & Company","GA","31525","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",481142
"2245",2013-09-05,"Mortgage","FHA mortgage","Loan modification,collection,foreclosure","Other","Other","Other","U.S. Bancorp","FL","34689","Other","Other","Web",2013-09-06,"Closed with explanation","Yes","No",516154
"2246",2013-08-23,"Debt collection","Other (i.e. phone, health club, etc.)","Cont'd attempts collect debt not owed","Debt was paid","Other","Other","Convergent Resources, Inc.","VA","22039","Older American","Other","Referral",2013-08-27,"Closed with explanation","Yes","No",503121
"2247",2013-08-23,"Debt collection","I do not know","Taking/threatening an illegal action","Attempted to/Collected exempt funds","Other","Other","Portfolio Recovery Associates, Inc.","CA","92126","Other","Other","Referral",2013-08-27,"Closed with non-monetary relief","Yes","No",503122
"2248",2013-08-06,"Mortgage","VA mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Fifth Third Financial Corporation","AE","9112","Servicemember","Other","Web",2013-08-08,"Closed with explanation","Yes","No",481149
"2249",2013-09-05,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","The Huntington National Bank","OH","43119","Other","Other","Referral",2013-09-06,"Closed with explanation","Yes","No",515372
"2250",2013-08-06,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","JPMorgan Chase & Co.","FL","34639","Servicemember","Other","Web",2013-08-07,"Closed with explanation","Yes","No",481062
"2251",2013-08-06,"Credit reporting","Other","Unable to get credit report/credit score","Problem getting my free annual report","Other","Other","Equifax","OR","97209","Older American","Other","Web",2013-08-05,"Closed with explanation","Yes","No",480917
"2252",2013-08-06,"Credit card","Other","APR or interest rate","Other","Other","Other","Amex","FL","32085","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",481154
"2253",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","WI","53129","Other","Other","Referral",2013-08-14,"Closed with non-monetary relief","Yes","No",487538
"2254",2013-08-12,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","JPMorgan Chase & Co.","MI","49546","Other","Other","Referral",2013-08-14,"Closed","Yes","No",487552
"2255",2013-08-23,"Debt collection","Credit card","Cont'd attempts collect debt not owed","Debt resulted from identity theft","Other","Other","Capital One","PA","19086","Other","Other","Web",2013-08-23,"Closed with explanation","Yes","Yes",501967
"2256",2013-08-23,"Mortgage","Home equity loan or line of credit","Application, originator, mortgage broker","Other","Other","Other","SunTrust Banks, Inc.","MD","20783","Servicemember","Other","Phone",2013-08-26,"Closed with explanation","Yes","No",501206
"2257",2013-08-06,"Credit card","Other","Billing disputes","Other","Other","Other","Capital One","WA","98248","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",481161
"2258",2013-08-06,"Debt collection","Mortgage","Taking/threatening an illegal action","Seized/Attempted to seize property","Other","Other","Bank of America","CA","90290","Other","Other","Web",2013-08-06,"Closed with explanation","Yes","No",481162
"2259",2013-08-06,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","JPMorgan Chase & Co.","NY","10023","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","Yes",481164
"2260",2013-08-06,"Mortgage","Conventional adjustable mortgage (ARM)","Loan modification,collection,foreclosure","Other","Other","Other","CIT Bank National Association","FL","33410","Other","Other","Web",2013-08-07,"Closed with explanation","Yes","No",482162
"2261",2013-08-06,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","U.S. Bancorp","CA","91331","Other","Other","Web",2013-08-07,"Closed with monetary relief","Yes","No",481165
"2262",2013-08-06,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Bank of America","FL","32189","Older American","Other","Referral",2013-08-08,"Closed with explanation","Yes","No",481304
"2263",2013-08-23,"Debt collection","I do not know","Cont'd attempts collect debt not owed","Debt is not mine","Other","Other","Pinnacle Credit Services, LLC","PA","19086","Other","Other","Web",2013-08-27,"Closed with explanation","Yes","No",501968
"2264",2013-08-16,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","GA","30324","Other","Other","Referral",2013-08-19,"Closed with explanation","Yes","No",494192
"2265",2013-08-12,"Consumer Loan","Vehicle loan","Managing the loan or lease","Other","Other","Other","Wells Fargo & Company","CA","94925","Other","Other","Referral",2013-08-13,"Closed with explanation","Yes","No",487575
"2266",2013-08-23,"Mortgage","Other mortgage","Other","Other","Other","Other","Wells Fargo & Company","MD","20748","Other","Other","Referral",2013-08-27,"Closed with explanation","Yes","Yes",503151
"2267",2013-08-23,"Consumer Loan","Installment loan","Managing the loan or lease","Other","Other","Other","HSBC North America Holdings Inc.","NY","14063","Other","Other","Referral",2013-08-27,"Closed with explanation","Yes","No",503152
"2268",2013-08-29,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Nationstar Mortgage","FL","34145","Other","Other","Referral",2013-08-30,"Closed with explanation","Yes","Yes",508542
"2269",2013-08-29,"Mortgage","Other mortgage","Loan modification,collection,foreclosure","Other","Other","Other","Wells Fargo & Company","IL","60018","Other","Other","Referral",2013-08-30,"Closed with explanation","Yes","Yes",509267
"2270",2013-08-23,"Bank account or service","Checking account","Deposits and withdrawals","Other","Other","Other","Quicken Loans","NJ","8069","Other","Other","Referral",2013-10-17,"Closed with explanation","Yes","No",508246
"2271",2013-08-29,"Credit card","Other","Billing statement","Other","Other","Other","Synchrony Financial","IN","47401","Other","Other","Referral",2013-08-30,"Closed with non-monetary relief","Yes","No",508560
"2272",2013-08-06,"Bank account or service","Checking account","Making/receiving payments, sending money","Other","Other","Other","U.S. Bancorp","CA","95949","Other","Other","Web",2013-08-08,"Closed with explanation","Yes","No",481064
"2273",2013-08-29,"Bank account or service","Other bank product/service","Deposits and withdrawals","Other","Other","Other","Bank of America","NV","89032","Other","Other","Referral",2013-08-30,"Closed with non-monetary relief","Yes","No",509211
"2274",2013-08-06,"Credit card","Other","Other fee","Other","Other","Other","Barclays PLC","MD","21703","Other","Other","Postal mail",2013-08-07,"Closed with explanation","Yes","Yes",481184
"2275",2013-08-06,"Bank account or service","Checking account","Making/receiving payments, sending money","Other","Other","Other","Bank of America","MA","2145","Other","Other","Phone",2013-08-22,"Closed with explanation","Yes","No",481188
"2276",2013-08-12,"Mortgage","FHA mortgage","Credit decision / Underwriting","Other","Other","Other","Citibank","NC","27858","Other","Other","Web",2013-08-13,"Closed with explanation","Yes","No",487322
"2277",2013-08-29,"Bank account or service","Checking account","Using a debit or ATM card","Other","Other","Other","Santander Bank US","NY","10308","Other","Other","Referral",2013-08-30,"Closed","Yes","No",509272
"2278",2013-08-29,"Mortgage","Other mortgage","Loan servicing, payments, escrow account","Other","Other","Other","Wells Fargo & Company","MN","55419","Other","Other","Referral",2013-08-30,"Closed with explanation","Yes","No",509273
"2279",2013-08-06,"Bank account or service","Savings account","Deposits and withdrawals","Other","Other","Other","Bank of America","MD","21703","Other","Other","Postal mail",2013-08-07,"Closed with monetary relief","Yes","No",481186
"2280",2013-08-29,"Credit card","Other","Billing statement","Other","Other","Other","Discover","MD","21041","Other","Other","Referral",2013-08-30,"Closed with explanation","Yes","Yes",509274
"2281",2013-08-23,"Credit reporting","Other","Incorrect information on credit report","Account status","Other","Other","TransUnion Intermediate Holdings, Inc.","MD","21201","Other","Other","Referral",2013-09-10,"Closed with explanation","Yes","No",508247
"2282",2013-08-12,"Mortgage","FHA mortgage","Application, originator, mortgage broker","Other","Other","Other","Wells Fargo & Company","MA","1607","Other","Other","Phone",2013-08-13,"Closed with explanation","Yes","No",487328
"2283",2013-08-23,"Credit reporting","Other","Credit reporting company's investigation","No notice of investigation status/result","Other","Other","Equifax","FL","33578","Other","Other","Web",2013-08-23,"Closed with non-monetary relief","Yes","No",501996
"2284",2013-08-29,"Bank account or service","Checking account","Account opening, closing, or management","Other","Other","Other","Bank of America","CA","91362","Other","Other","Phone",2013-08-29,"Closed with non-monetary relief","Yes","No",508454
